title,sentence_chunk,chunk_char_count,chunk_word_count,chunk_token_count,embeddings
Beli Baju-Kosmetik di Mal Kena PPN 12 Persen Mulai Januari 2025,"Misalnya beli rumah atau properti maksimal harga Rp5 miliar dan kendaraan listrik mendapatkan stimulus PPN DTP. ""Di luar itu ada ternyata barang yang juga dikonsumsi masyarakat, yang tidak masuk di kelompok, yang ternyata juga diperlukan untuk tidak dikenakan. Akhirnya pemerintah menggunakan skema DTP,"" jelasnya. Ia pun menekankan detail jenis dan harga barang yang akan dikenakan PPN 12 persen mulai tahun depan akan segera dirilis. Saat ini aturannya sedang disusun bersama dengan Kementerian Keuangan. ""Kalau di luar itu semuanya, per hari ini policynya akan dikenakan. Tapi detailnya akan seperti apa, kita akan tunggu di PMK-nya. Jadi kalau nanya barang yang lain apapun di luar itu, penjelasannya seperti itu. Semuanya barang dan jasa yang kena PPN akan kena tambahan 1 persen,"" pungkas Susi. Pemerintah akan menaikkan tarif PPN menjadi 12 persen mulai 1 Januari 2025 mendatang.",886,134,221.5,"[-0.2812547   0.6560035  -0.3482839  ...  0.70776165  0.44108295
  0.48614836]"
Beli Baju-Kosmetik di Mal Kena PPN 12 Persen Mulai Januari 2025,"Namun, ada beberapa barang yang tidak akan dikenakan PPN. Ada juga barang yang kena PPN. Berdasarkan data pemerintah, berikut daftar 8 jenis barang yang dikenakan PPN 12 persen mulai tahun depan: 1. Beras super premium 2. Buah-buahan premium 3. Daging premium 4. Ikan mahal seperti salmon premium, tuna premium 5. Udang dan crustacea premium (king crab) 6. Jasa pendidikan premium 7. Jasa pelayanan kesehatan medis premium 8.",425,67,106.25,"[-0.33975008 -0.01682855 -0.44926286 ...  0.77975833 -0.15903215
 -0.296178  ]"
Beli Motor Kena PPN 12 Persen Mulai 1 Januari 2025,"Pemerintah memastikan pembelian motor kenaPajakPertambahan Nilai (PPN) sebesar 12 persen mulai 1 Januari 2025. PPN itu naik dibandingkan saat ini yang hanya 11 persen. Sekretaris Kementerian Koordinator Bidang Perekonomian Susiwijono Moegiarso mengatakan hal itu terjadi seiring keputusan pemerintah menaikkan PPN dari 11 persen menjadi 12 persen mulai 1 Januari 2025 mendatang. Susi mengatakan kendaraan berbahan bakar minyak (BBM) memang tidak termasuk dalam pemberian insentif. ""Motor biasa (BBM) dan mobil biasa kena PPN biasa,"" ujar Susi sapaan akrabnya di Kantor Kemenko Perekonomian, Selasa (17/12). Pemerintah hanya memberikan insentif untuk kendaraan listrik baik mobil maupun motor. Hal ini sejalan dengan komitmen pemerintah mendorong kendaraan listrik demi memenuhi komitmen Net Zero Emission (NZE) pada 2060. Untuk mobil listrik pemerintah memberikan insentif berupa PPN DTP (ditanggung pemerintah) 10 persen dan PPnBM sebesar 15 persen dan Bea Masuk dibebaskan. Sedangkan, mobil hybrid di hanya diberikan PPnBM DTP 3 persen. ""Kemarin sektor otomotif itu kan pertama melanjutkan yang sudah ada, EV, PPN DTP, PPnBM DTP, TKDN tertentu bebas bea masuk, itu skema sudah jalan.",1185,168,296.25,"[-0.25178546 -0.25294492 -0.13016175 ...  0.4722558   0.56416565
  0.912938  ]"
Beli Motor Kena PPN 12 Persen Mulai 1 Januari 2025,"Baru untuk yang hybrid ada PPnBM DTP dikurangi 3 persen,"" jelasnya. Sementara itu, untuk motor listrik insentifnya masih disusun dan dikoordinasikan dengan Kementerian Perindustrian. Tapi kemungkinan skemanya akan sama dengan tahun ini yakni berupa subsidi Rp7 juta untuk pembelian motor baru maupun konversi. ""Motor (EV dan konversi) ada skema insentif untuk motor, Menperin ada relaksasi, suda ada pembebasan teknis tapi belum selesai. Kalau EV tinggal lanjutkan,"" pungkasnya. Pemerintah menaikkan PPN jadi 12 persen mulai Januari 2025. Kenaikan itu dilakukan demi melaksanakan perintah Bab IV Pasal 7 Ayat 1 Huruf (b) UU Harmonisasi Peraturan Perpajakan.",657,94,164.25,"[ 0.25189948 -0.03949869 -0.10529681 ...  0.6183596   0.43976828
 -0.76397246]"
VIDEO: Airlangga Beberkan Barang Kebutuhan Tak Terkena PPN 12 Persen,"Pemerintah resmi memberlakukan pajak pertambahan nilai PPN 12 persen mulai 1 Januari 2025 Sesuai undang-undang nomor 7 tahun 2021 tentang harmonisasi peraturan perpajakan. Menko Perekonomian Airlangga Hartarto bersama sejumlah menteri ekonomi Kabinet Merah Putih memberikan keterangan pers mengenai pemberlakuan PPN 12 persen. Airlangga menjelaskan, sejumlah kebutuhan pokok selama ini tidak terkena PPN alias nol persen. Antara lain beras, daging, ikan, telur, sayur, susu, jasa pendidikan, jasa kesehatan, jasa angkutan umum, rumah sederhana, dan air minum. Yang nilai beban pajaknya di tahun 2025 diperkirakan mencapai Rp265,6 triliun. Adapun barang pokok penting yakni tepung terigu, gula untuk industri dan minyak goreng minyak kita, tetap dengan PPN 11 persen dengan kata lain beban 1 persennya akan ditanggung pemerintah. Penyesuaain tarif PPN 12 persen disebut akan dikenakan bagi barang dan jasa yang dikategorikan mewah dan dikonsumsi masyarakat mampu. Antara lain kelompok makanan berharga premium layanan rumah sakit kelas VIP dan pendidikan berstandar internasional yang berbiaya mahal.",1099,152,274.75,"[-0.4051195   0.0391219  -0.4842385  ...  0.4796493   0.01781182
  0.9112393 ]"
INFOGRAFIS: Daftar Barang yang Terkena dan Bebas PPN 12 Persen,"Tarif Pajak Pertambahan Nilai (PPN) naik dari 11 persen menjadi 12 persen mulai 1 Januari 2025 untuk sejumlah barang mewah. Sementara, sejumlah barang lain tetap dibebaskan PPN-nya. Cek daftarnya.",196,29,49.0,"[-0.84809166  0.52890915 -0.34345484 ...  0.9912067  -0.22024547
 -0.33193657]"
Daftar Barang Bebas PPN,"Pemerintah bersikukuh menaikkan tarifPajakPertambahan Nilai (PPN) menjadi 12 persen mulai 1 Januari 2025. Meski demikian, Menteri Koordinator Bidang Perekonomian Airlangga Hartarto menegaskan tidak semua barang dan jasa kena kenaikan tarif PPN tersebut. Beberapa di antaranya malah digratiskan PPN-nya oleh pemerintah. ""Sesuai dengan amanah undang-undang tentang harmoni peraturan perpajakan, ini sesuai dengan jadwal yang telah ditentukan. Tarif PPN tahun depan akan naik sebesar 12 persen per 1 Januari. Namun, barang-barang yang dibutuhkan oleh masyarakat ini PPN-nya diberikan fasilitas atau 0 persen,"" ujar Airlangga dalam konferensi pers di Gedung Kemenko Perekonomian, Jakarta, Senin (16/12). Airlangga merinci bahwa bahan kebutuhan pokok yang mendapatkan fasilitas bebas PPN telah diatur dalam Peraturan Presiden Nomor 59 Tahun 2020. Barang dan jasa yang termasuk di antaranya adalah beras, daging, ikan, telur, sayuran, susu, gula konsumsi, serta layanan seperti pendidikan, kesehatan, angkutan umum, tenaga kerja, jasa keuangan, asuransi, vaksin polio, hingga penggunaan air. ""Jadi barang yang seperti kebutuhan pokok seluruhnya bebas PPN,"" ucapnya. Berikut adalah daftar barang dan jasa yang tetap bebas PPN: Barang Kebutuhan Pokok yang Bebas PPN: - Beras- Daging (ayam ras, sapi)- Ikan (bandeng, cakalang, tongkol, tuna, kembung/banyar/gembolo/aso-aso)- Telur ayam ras- Sayur-sayuran- Buah-buahan- Susu- Garam- Gula konsumsi- Minyak goreng (tertentu)- Cabai (hijau, merah, rawit)- Bawang merah Kemudian jenis jasa yang mendapatkan fasilitas bebas PPN sesuai dengan PP Nomor 49 Tahun 2024, yaitu:- Jasa pendidikan- Jasa pelayanan kesehatan medis- Jasa pelayanan sosial- Jasa angkutan umum- Jasa keuangan- Jasa persewaan rumah susun sederhana Selain itu untuk barang dan jasa yang bersifat strategis, pemerintah kan tetap melanjutkan pemberian fasilitas pembebasan dari pengenaan PPN, yaitu antara lain:- PPN Dibebaskan untuk bahan makanan- PPN Dibebaskan di sektor Transportasi- PPN Dibebaskan di sektor Pendidikan atau Kesehatan- PPN Dibebaskan atas listrik dan air- PPN Dibebaskan atas jasa keuangan dan asuransi.",2126,288,531.5,"[-0.07522105  0.46828127 -0.34086254 ...  0.80143917  0.42098475
 -0.9300889 ]"
Daftar Barang Bebas PPN,"Namun, pemerintah juga menetapkan bahwa barang-barang strategis tertentu masih dikenai PPN sebesar 11 persen, dengan 1 persen sisanya ditanggung pemerintah. Barang tersebut mencakup Minyakita, minyak goreng curah, tepung terigu, dan gula industri. ""1 persen untuk barang kebutuhan pokok dan penting, yaitu minyak kita, dulunya minyak curah, itu diberikan 1 persen, jadi tidak naik ke 12 persen, kemudian tepung terigu dan gula industri. Jadi, masing-masing tetap di 11 persen,"" pungkasnya.",489,69,122.25,"[ 0.11383691  0.10574841  0.08767266 ...  0.54040384  0.6739126
 -0.9521162 ]"
Pemerintah Gelontorkan Insentif Rp265 T Usai PPN  Naik Jadi 12 Persen,"Pemerintah menggelontorkan Rp265,6 triliun untuk program insentifpajakpertambahan nilai (PPN). Kebijakan program insentif PPN dilaksanakan menyusul kenaikan tarif PPN yang resmi naik dari 11 persen menjadi 12 persen mulai 1 Januari 2025 mendatang. Menteri Keuangan Sri Mulyani Indrawati mengungkap meski menaikkan tarif, pemerintah bakal membebaskan tarif PPN 12 persen untuk barang pokok seperti daging, telur, ikan, dan susu. Begitu juga dengan jasa pendidikan, kesehatan, keuangan, tenaga kerja, asuransi, dan pemakaian air. Namun khusus tepung terigu, gula industri, dan Minyak Kita akan tetap terkena PPN 12 persen. Namun kenaikan 1 persen untuk ketiga komoditas tersebut bakal ditanggung oleh pemerintah. ""Maka pemerintah yang membayar, biayanya mencapai diestimasi Rp265,6 triliun agar masyarakat terbebas dari PPN untuk barang-barang yang dibutuhkan tersebut,"" ujar Bendahara Negara itu dalam konferensi pers di Gedung Kemenko Perekonomian, Jakarta Pusat, Senin (16/12). Untuk tahun depan, insentif PPN yang diberikan menyasar kelompok bahan makanan hingga otomotif dan properti. Secara rinci, PPN yang dibebaskan untuk bahan makanan diproyeksikan mencapai Rp77,1 triliun, dengan rincian senilai Rp50,5 triliun untuk barang kebutuhan pokok (beras, jagung, kedelai, gula, susu segar, kacang-kacangan, unggas, dan lain-lain) serta Rp26,6 triliun untuk barang hasil perikanan dan kelautan. Kemudian, pembebasan PPN juga diberlakukan untuk usaha mikro kecil dan menengah (UMKM) yang memiliki omzet lebih dari Rp4,8 miliar per tahun.",1536,207,384.0,"[ 0.17530303  0.01977573  0.00866332 ...  0.80283386  0.25854832
 -0.60713625]"
Pemerintah Gelontorkan Insentif Rp265 T Usai PPN  Naik Jadi 12 Persen,"Nilai insentif ini diproyeksikan sebesar Rp61,2 triliun. Sementara pembebasan PPN untuk sektor transportasi diperkirakan mencapai Rp34,4 triliun, untuk jasa angkutan umum senilai Rp23,4 triliun, tarif khusus PPN untuk jasa freight forwarding Rp7,4 triliun, dan tarif khusus jasa pengiriman paket Rp2,6 triliun. Lalu untuk jasa pendidikan dan kesehatan proyeksi nilai pembebasan PPN mencapai Rp30,8 triliun. Secara rinci, sebesar Rp26 triliun untuk jasa pendidikan dan Rp4,3 triliun untuk jasa pelayanan kesehatan medis. PPN juga dibebaskan pada jasa keuangan dan asuransi, yang masing-masing senilai Rp19,1 triliun dan Rp8,7 triliun. Sehingga total pembebasan PPN pada kelompok ini mencapai Rp27,9 triliun. Kemudian insentif PPN untuk sektor otomotif dan properti diperkirakan mencapai Rp15,7 triliun, rinciannya sebanyak Rp11,4 triliun untuk sektor otomotif dan Rp2,1 triliun untuk insentif PPN ditanggung pemerintah (DTP). Listrik dan air juga dibebaskan dari PPN, dengan nilai insentif ditaksir sebesar Rp14,1 triliun. PPN yang dibebaskan atas listrik, kecuali untuk rumah dengan daya di atas 6.600 VA adalah senilai Rp12,1 triliun. Sementara untuk air bersih nilai pembebasan PPN mencapai Rp2 triliun.",1205,166,301.25,"[-0.8300995   0.09032413 -0.35472196 ...  0.9635509  -0.009007
 -0.914583  ]"
Pemerintah Gelontorkan Insentif Rp265 T Usai PPN  Naik Jadi 12 Persen,"Insentif PPN lainnya juga diberikan untuk kawasan bebas senilai Rp1,6 triliun serta insentif jasa keagamaan dan pelayanan sosial senilai Rp700 miliar. Fasilitas pembebasan PPN menjadi insentif perpajakan yang paling besar diberikan oleh pemerintah, di mana insentif pajak penghasilan (PPh) diproyeksikan sebesar Rp144,7 triliun dan jenis pajak lainnya sebesar Rp35,2 triliun. Dengan demikian, nilai insentif perpajakan pada 2025 diperkirakan mencapai Rp445,5 triliun atau 1,83 persen terhadap produk domestik bruto (PDB). ""Jadi kalau kita lihat tahun depan Rp265,6 triliun untuk pembebasan PPN saja itu kenaikannya cukup tajam dibandingkan dua tahun terakhir atau bahkan lima tahun terakhir. Berbagai program pemerintah sebetulnya dalam hal ini dinikmati oleh seluruh lapisan masyarakat,"" ujar Sri Mulyani.",806,109,201.5,"[-0.18026403  0.38091043  0.10401142 ...  0.6357083  -0.07918086
  0.52400964]"
Daftar Perkiraan Harga Netflix Spotify Cs Setelah Kena Pajak 12 Persen,"Pemerintah Indonesia resmi akan menaikkan Pajak Pertambahan Nilai (PPN) menjadi 12 persen, terhitung mulai 1 Januari 2025. Kenaikan ini berlaku untuk seluruh produk terkecuali yang dikecualikan seperti sembako. Dengan begitu, produk hiburan seperti layanan streaming juga akan kena pajak 12 persen setelah sebelumnya dikenakan 11 persen. Hal ini dikonfirmasi juga oleh Direktur Jenderal Pajak, Suryo Utomo, dalam konferensi pers di Kemenko Perekonomian, Senin (16/12). ""Iya kena [Netflix],"" kata Suryo di Kemenko Perekonomian Jakarta, pada Senin (16/12). ""Iya sama [Spotify],"" tuturnya ketika dikonfirmasi sekali lagi. Belum ada informasi atau respons dari layanan streaming yang tersedia di Indonesia soal kenaikan PPN yang bakal berlaku awal 2025 tersebut. Meski begitu,CNNIndonesia.commenghitung perubahan harga langganan layanan streaming bila diterapkan pajak 12 persen. Sebagai catatan, harga yang dicantumkan berikut dalam mata uang rupiah, sudah termasuk pajak dari 11 persen menjadi 12 persen, mungkin berbeda tergantung promosi yang digunakan, dan bukan resmi dari penyedia layanan streaming. -Paket Ponsel: dari 54.000 menjadi 54.486- Paket Dasar: dari 65.000 menjadi 65.586- Paket Standar: dari 120.000 menjadi 121.081- Paket Premium: dari 186.000 menjadi 187.676 - Paket Mini: dari 10.700 menjadi 10.796- Paket Individual: dari 54.990 menjadi 55.485- Paket Family: dari 86.900 menjadi 87.683- Paket Duo: dari 71.490 menjadi 72.134- Paket Student: dari 27.500 menjadi 27.748 - Paket Basic: dari 65.000 menjadi 72.027- Paket Premium: dari 119.000 menjadi 120.072 - Paket Individual: dari 76.590 menjadi 77.280- Paket Family: dari 154.290 menjadi 155.680- Paket Student: dari 46.065 menjadi 46.480 - Paket Premium: dari 33.000 menjadi 33.296 - Paket Individual: dari 55.000 menjadi 55.495- Paket Family: dari 85.000 menjadi 85.765- Paket Student: dari 35.000 menjadi 35.315 - Paket Mobile: dari 49.000 menjadi 49.441- Paket Standard: dari 79.000 menjadi 79.712- Paket Ultimate: dari 119.000 menjadi 120.072 - Paket Subscription: dari 39.000 menjadi 39.351- Paket VIP: dari 49.000 menjadi 49.441 - Paket Standard: dari 59.000 menjadi 59.532 - Paket Basic: dari 19.000 menjadi 19.171- Paket Standard: dari 39.000 menjadi 39.351- Paket Premium: dari 59.000 menjadi 59.531  Airlangga menegaskan tarif PPN 12 persen tidak berlaku untuk barang-barang yang dibutuhkan oleh masyarakat atau bahan kebutuhan pokok penting.",2422,340,605.5,"[-0.10007291  0.6050103  -0.33028832 ...  0.58598924 -0.22779864
 -0.16876216]"
Daftar Perkiraan Harga Netflix Spotify Cs Setelah Kena Pajak 12 Persen,"Bahan pokok ini justru diberikan fasilitas bebas PPN. Di antaranya seperti beras, daging, ikan, telur, sayur, susu, gula konsumsi, jasa pendidikan, kesehatan, angkutan umum, tenaga kerja, jasa keuangan, jasa asuransi, vaksin polio, hingga pemakaian air. ""Barang-barang yang dibutuhkan olah masyarakat ini PPN-nya diberikan fasilitas atau 0 persen, seluruhnya bebas PPN. Jadi, nanti ada yang kami berikan fasilitas, yaitu untuk barang-barang tertentu,"" imbuhnya. Kenaikan PPN sebesar 12 persen yang hanya menyasar barang mewah sudah dibocorkan DPR usai sejumlah pimpinan DPR RI bertemu Presiden Prabowo Subianto. Ketua Komisi XI DPR RI Misbakhun menegaskan kenaikan tetap berlaku mulai 1 Januari 2025. Namun, PPN tahun depan berpeluang tidak berlaku satu tarif. Menurutnya, pungutan 12 persen hanya untuk barang mewah, sedangkan sisanya yang mencakup barang pokok hingga layanan masyarakat tetap pada tarif lama.",911,128,227.75,"[-0.02229201  0.30457968  0.06335372 ...  0.82058555  0.25341156
 -0.74616003]"
"PPN Naik, Tarif Listrik Daya 2.200 VA Didiskon 50 Persen 2 Bulan","Pemerintah memberikan diskontarif listriksebesar 50 persen bagi pelanggan rumah tangga dengan dayalistrikhingga 2.200 Volt Ampere (VA). Kebijakan ini berlaku selama dua bulan, yakni Januari hingga Februari 2025. Diskon diberikan untuk membantu meringankan beban masyarakat yang akan ditimpa beban baru pada awal 2025 mendatang; kenaikan PPN jadi 12 persen. Menteri Keuangan Sri Mulyani menyampaikan diskon tarif listrik ini diberikan untuk menjaga daya beli masyarakat di tengah tantangan ekonomi global maupun domestik. ""Ini diberikan selama 2 bulan, Januari-Februari,"" ujar Sri Mulyani dalam konferensi pers di Gedung Kemenko Perekonomian, Jakarta, Senin (16/12). Sri Mulyani menyebut akan ada 81,4 juta rumah tangga di seluruh Indonesia yang mendapatkan diskon ini. Sri Mulyani menegaskan kebijakan ini menggunakan alokasi dari Anggaran Pendapatan dan Belanja Negara (APBN) sebagai instrumen untuk memastikan kesejahteraan masyarakat tetap terjaga. ""Sehingga ekonomi kita tetap jalan meski kita pahami banyak dinamakan global yang terjadi dan di dalam negeri yang terus kita waspadai,"" tambahnya. Selain diskon listrik, pemerintah juga meluncurkan beberapa stimulus lainnya untuk mendukung kelompok rumah tangga, pekerja, dan UMKM. Untuk rumah tangga, disalurkan bantuan pangan berupa 10 kilogram beras per bulan selama Januari-Februari 2025 kepada 16 juta penerima manfaat.",1377,186,344.25,"[-0.3558356   0.1486643   0.31518254 ...  0.5751817  -0.03379023
 -0.992532  ]"
"PPN Naik, Tarif Listrik Daya 2.200 VA Didiskon 50 Persen 2 Bulan","Untuk pekerja yang terkena Pemutusan Hubungan Kerja (PHK), pemerintah akan mempermudah akses terhadap Jaminan Kehilangan Pekerjaan (JKP). Sementara itu, bagi UMKM, pemerintah memperpanjang masa berlaku tarif PPh final sebesar 0,5 persen hingga tahun 2025 dan membebaskan PPh bagi UMKM dengan omzet di bawah Rp500 juta per tahun.",328,47,82.0,"[-0.5854868   0.11776649 -0.4287138  ...  0.96273315 -0.63957727
 -0.17967162]"
Daftar Barang Bebas PPN di Tengah Tarif Naik Jadi 12 Persen di 2025,"Menteri Koordinator Bidang Perekonomian Airlangga Hartarto menegaskan ada sejumlahbarangdan jasa dikenakan Pajak Pertambahan Nilai (PPN) 0 persen atau bebas PPN meski pemerintah menetapkan PPN naik menjadi 12 persen pada tahun depan. Pemerintah memastikan kenaikan tarif menjadi 12 persen mulai berlaku pada 1 Januari 2025, tetapi tidak akan mempengaruhi sejumlah barang kebutuhan pokok dan jasa publik yang dikecualikan. ""Sesuai dengan amanah undang-undang tentang harmoni peraturan perpajakan, ini sesuai dengan jadwal yang telah ditentukan. Tarif PPN tahun depan akan naik sebesar 12 persen per 1 Januari. Namun, barang-barang yang dibutuhkan oleh masyarakat ini PPN-nya diberikan fasilitas atau 0 persen,"" ujar Airlangga dalam konferensi pers di Gedung Kemenko Perekonomian, Jakarta, Senin (16/12). Airlangga merinci bahan kebutuhan pokok yang mendapatkan fasilitas bebas PPN telah diatur dalam Peraturan Presiden Nomor 59 Tahun 2020. Dalam aturan itu, barang dan jasa yang termasuk di antaranya adalah beras, daging, ikan, telur, sayuran, susu, gula konsumsi. Selanjutnya, ada layanan jasa seperti pendidikan, kesehatan, angkutan umum, tenaga kerja, jasa keuangan, asuransi, vaksin polio, hingga penggunaan air yang juga dikenakan tarif PPN nol persen alias bebas PPN. ""Jadi barang yang seperti kebutuhan pokok seluruhnya bebas PPN,"" ucapnya. -Beras- Daging (ayam ras, sapi)- Ikan (bandeng, cakalang, tongkol, tuna, kembung/banyar/gembolo/aso-aso)- Telur ayam ras- Sayur-sayuran- Buah-buahan- Susu- Garam- Gula konsumsi- Minyak goreng (tertentu)- Cabai (hijau, merah, rawit)- Bawang merah.",1594,215,398.5,"[-0.12138987  0.42661217 -0.1103176  ...  0.8502197   0.33454254
 -0.8177066 ]"
Daftar Barang Bebas PPN di Tengah Tarif Naik Jadi 12 Persen di 2025,"- Jasa pendidikan- Jasa pelayanan kesehatan medis- Jasa pelayanan sosial- Jasa angkutan umum- Jasa keuangan- Jasa persewaan rumah susun sederhana. Pemerintah juga menetapkan barang-barang strategis tertentu masih dikenai PPN sebesar 12 persen tetapi sebesar 1 persennya ditanggung pemerintah sehingga tarif PPN yang dikenakan yaitu 11 persen. Barang-barang strategis yang mendapat subsidi tarif PPN tersebut di antaranya Minyakita, minyak goreng curah, tepung terigu, dan gula industri. ""1 persen untuk barang kebutuhan pokok dan penting, yaitu Minyakita, dulunya minyak curah, itu diberikan 1 persen, jadi tidak naik ke 12 persen, kemudian tepung terigu dan gula industri. Jadi, masing-masing tetap di 11 persen,"" pungkasnya.",726,101,181.5,"[-0.24124202  0.37579668 -0.25748095 ...  0.5962522   0.42478728
 -0.9897776 ]"
Sri Mulyani Bandingkan PPN 12 Persen RI Lebih Rendah dari Turki-Afsel,"Menteri KeuanganSri Mulyani Indrawatimenyebut tarif pajak pertambahan nilai (PPN) di Indonesia masih relatif rendah jika dibandingkan negara lain. Hal itu disampaikan usai pemerintah resmi menetapkan kenaikan PPN dari 11 persen menjadi 12 persen yang berlaku mulai 1 Januari 2025. ""Tarif PPN di Indonesia dibandingkan banyak negara di dunia masih relatif rendah. Kalau kita lihat baik di dalam negara-negara yang samaemergingatau dengan negara di region maupun dalam G20,"" ujar Sri Mulyani dalam Konferensi Pers Paket Stimulus Ekonomi di Gedung Kemenko Perekonomian, Jakarta Pusat, Senin (16/12). Dia membandingkan dengan sejumlah negara berkembang seperti Brasil dengan PPN 17 persen, sedangkan rasio pajaknya 24,67 persen. Lalu PPN di Afrika Selatan sebesar 15 persen dengan rasio pajak mencapai 21,4 persen. ""India 18 persen PPN dengan tax ratio mereka di 17,3 persen. Kemudian Turki 20 persen PPN-nya dengan tax ratio 16 persen,"" katanya. Kemudian, PPN di Filipina 12 persen dengan rasio pajak 15,6 persen. Lalu PPN Meksiko sebesar 16 persen dengan rasio pajak sebesar 14,46 persen. """,1088,161,272.0,"[-0.07797439  0.05115357 -0.24862552 ...  0.69786966 -0.05642391
 -0.7812202 ]"
Sri Mulyani Bandingkan PPN 12 Persen RI Lebih Rendah dari Turki-Afsel,"Jadi Indonesia saat ini dengan (PPN) 11 persentax ratiokita masih di 10,4 persen bisa memberikan gambaran pekerjaan rumah dan perbaikan yang harus kita lakukan. Tidak selalu bahwa kita harus naik setinggi yang lain. Tapi ini juga menggambarkan di mana posisi Indonesia,"" ujarnya lebih lanjut. Meski demikian, ada juga sejumlah negara yang tarif PPN nya di bawah Indonesia. Mereka adalah; Vietnam, Malaysia, Korea Selatan, Jepang dan Australia yang tarif PPN hanya 10 persen Tarif PPN Indonesia juga masih jauh lebih tinggi dibandingkan Singapura dan Thailand yang masing masing hanya 9 persen dan 7 persen.",606,93,151.5,"[-0.22685513  0.03724946 -0.56379145 ...  0.7720027   0.1412411
 -0.9060295 ]"
Daftar Barang Mewah yang Kini Kena PPN 12 Persen per 1 Januari 2025,"Pemerintah memastikan kenaikanPPNjadi 12 persen resmi berlaku mulai 1 Januari 2025 mendatang. Pemerintah berdalih kenaikan dilakukan demi melaksanakan amanat Undang-Undang Nomor 7 Tahun 2024 tentang Harmonisasi Peraturan Perpajakan (UU HPP). Hal ini diumumkan Menteri Koordinator Bidang Perekonomian Airlangga Hartarto bersama Menteri Keuangan Sri Mulyani, juga menteri Kabinet Merah Putih lainnya pada Konferensi Pers Paket Stimulus Ekonomi di Gedung Kemenko Perekonomian, Jakarta Pusat, Senin (16/12). Namun, ia mengatakan kenaikan PPN jadi 12 persen tak berlaku untuk semua barang. Kenaikan hanya berlaku untuk produk barang dan jasa mewah. Menteri Keuangan Sri Mulyani Indrawati menyebut salah satu produk atau jasa mewah yang dikenakan PPN 12 persen termasuk di sektor pelayanan kesehatan hingga pendidikan di segmen premium. Ia menjelaskan pemberlakuan PPN 12 persen hanya untuk produk dan jasa kalangan atas, antara lain kelas-kelas tertentu pada layanan rumah sakit (RS) termasuk di sektor pendidikan. ""Sesuai dengan masukan dari berbagai pihak, termasuk DPR, agar azas gotong royong di mana PPN 12 persen dikenakan bagi barang yang dikategorikan mewah, maka kita juga akan menyisir untuk kelompok harga untuk barang-barang dan jasa yang merupakan barang jasa kategori premium,"" ujar Sri Mulyani dalam Konferensi Pers Paket Stimulus Ekonomi di Gedung Kemenko Perekonomian, Jakarta Pusat, Senin (16/12). ""Seperti rumah sakit kelas VIP, pendidikan yang standar internasional yang berbayar mahal,"" imbuhnya. Berikut daftar barang mewah dan jasa dikenakan PPN 12 persen selengkapnya: 1.",1590,222,397.5,"[-0.74031365  0.33326638 -0.77818394 ...  0.85158706  0.01222085
 -0.1596046 ]"
Daftar Barang Mewah yang Kini Kena PPN 12 Persen per 1 Januari 2025,"Beras premium2. Buah-buahan premium3. Daging premium (wagyu, daging kobe)4. Ikan mahal (salmon premium, tuna premium)5. Udang dan crustacea premium (king crab)6. Jasa pendidikan premium7. Jasa pelayanan kesehatan medis premium8. Listrik pelanggan rumah tangga 3500-6600 VA Barang-barang itu sebelumnya tidak kena PPN.",317,41,79.25,"[-0.20774889  0.7258362  -0.395271   ...  0.9521225  -0.7698371
 -0.99692565]"
"PPn Naik, Pemerintah Gratiskan PPH Pekerja Gaji Rp4,8 juta-Rp10 Juta","Pemerintah akan menggratiskanPajakPenghasilan (PPh) pekerja bergaji Rp4,8 juta-Rp10 juta demi meringankan beban mereka dari kenaikanPPNjadi 12 persen mulai 1 Januari 2025 mendatang. ""Pemerintah memberikan insentif PPH pasal 21 ditanggung oleh pemerintah, yaitu yang gajinya sampai 10 juta,"" kata Airlangga dalam konferensi pers di Jakarta, Senin (16/12). Akan tetapi, Airlangga menjelaskan insentif tersebut hanya berlaku untuk para pekerja yang berada di industri padat karya. ""Jadi dari Rp4,8 juta sampai Rp10 juta, itu PPH-nya ditanggung pemerintah khusus untuk industri padat karya,"" tutur dia. Di sisi lain, Airlangga mengklaim kebijakan tersebut sebagai upaya pemerintah untuk memperhatikan perekonomian kelas menengah. Pemerintah memastikan kenaikan PPN dari 11 persen menjadi 12 persen resmi berlaku mulai 1 Januari 2025. Kenaikan sejalan dengan Undang-Undang Nomor 7 Tahun 2024 tentang Harmonisasi Peraturan Perpajakan (UU HPP). ""Sesuai dengan amanah undang-undang tentang harmonisasi peraturan perpajakan, ini sesuai dengan jadwal yang telah ditentukan. Tarif PPN tahun depan akan naik sebesar 12 persen per 1 Januari,"" ujar Airlangga. Namun, Airlangga menyatakan kenaikan tidak berlaku pada sembako.",1210,163,302.5,"[-0.016815   -0.3132276  -0.3582838  ...  0.6327233   0.11719374
 -0.8372528 ]"
